% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
46 +1.118822271e+08 +1.118822271e+08 +1.118819152e+08 +1.118819152e+08 -3.9820e-01 +2.0773e+00 -3.6657e+00 -4.4087e+00 -8.9250e-01 -2.4642e+00 +3.6739e+00 -4.5745e-01 +1.3678e+00 -5.6236e-02 -2.9293e-01 -8.0743e-01 +2.7917e+00 -6.7361e-02 +4.5663e-01 +8.1751e-01 -2.2112e+00 +2.0020e+00 -3.8947e-01 -6.4260e-01
57 +9.257349942e+07 +9.257349942e+07 +9.257318757e+07 +9.257318757e+07 +5.1135e-01 +2.4254e+00 -1.8505e+00 -1.9917e+00 +4.2767e+00 +2.1208e+00 +2.2024e+00 -2.8063e+00 +2.3101e+00 -1.7185e-01 +2.6336e+00 -6.6084e-01 +4.7272e+00 -3.4871e+00 -1.0474e+00 +2.0417e+00 -2.3515e+00 +2.9164e+00 +1.8751e-02 -1.3349e+00
90 +5.429852993e+07 +5.429852993e+07 +5.429821808e+07 +5.429821808e+07 +6.3712e-01 +9.6622e-01 -1.8417e+00 -1.7095e+00 +4.1366e+00 -2.3964e-01 +2.4033e+00 +6.2426e-01 +1.0690e+00 +7.3933e-02 +2.4681e+00 -8.3484e-01 +3.6095e+00 -1.7087e+00 -6.9693e-01 +1.8892e+00 +1.3616e+00 +2.8366e+00 +9.1150e-01 -1.2775e+00
114 +3.499745740e+07 +3.499745740e+07 +3.499714555e+07 +3.499714555e+07 -3.1786e-01 -1.2555e+00 -1.7095e+00 -1.2216e+00 +1.9534e+00 +1.7724e+00 +1.5238e+00 -1.0895e+00 +4.4667e-01 +2.0293e-01 +5.7265e-01 -9.9128e-01 +3.1601e+00 -3.8553e+00 -4.5559e-01 +1.3640e+00 -5.4498e-01 +3.0901e+00 +2.5545e-01 -1.1112e+00
% function evaluation | noise-free fitness - Fopt (1.810800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.488535948e+08 +8.488535948e+08 +8.488537759e+08 +8.488537759e+08 -4.4056e+00 -3.5835e+00 +3.2618e+00 -4.3732e+00 -1.8043e+00 -2.8177e+00 +1.4732e+00 -1.8552e+00 +3.6245e+00 -7.8975e-01 -2.9958e+00 +1.7795e+00 +1.1308e+00 +4.5763e+00 +2.3715e+00 -1.9108e-01 +1.6905e+00 -3.7137e+00 -2.1032e+00 +1.3065e+00
2 +4.017647315e+08 +4.017647315e+08 +4.017649126e+08 +4.017649126e+08 +1.8585e+00 +3.9766e+00 -2.8806e+00 +3.1621e+00 +1.9338e+00 -1.2085e+00 -4.3361e+00 -4.0100e-01 -1.7579e+00 -2.5014e+00 -2.9977e+00 +3.4499e-01 -3.2932e+00 -3.3285e+00 -3.9301e+00 -4.9513e+00 +3.8618e+00 +4.9150e+00 -3.5505e+00 +4.5991e+00
16 +8.440720126e+07 +8.440720126e+07 +8.440738234e+07 +8.440738234e+07 -1.7043e+00 -7.8206e-01 -4.3801e+00 +3.0607e-01 +3.3603e+00 -2.7144e+00 -2.0214e+00 -2.4346e+00 -9.5741e-01 +2.5836e+00 +3.9882e+00 +3.4863e-01 +1.2139e+00 -4.3007e+00 +1.8114e-01 -3.5012e+00 -1.8225e+00 +2.7267e+00 +1.1213e+00 -4.4004e+00
83 +6.300004523e+07 +6.300004523e+07 +6.300022631e+07 +6.300022631e+07 -5.7930e-01 -2.6961e+00 -3.3263e+00 +1.7807e+00 +3.5768e+00 -2.0373e+00 -1.0314e+00 -1.6949e+00 -1.0960e+00 +3.7664e+00 +1.4700e+00 +1.8362e+00 -6.6706e-01 -4.4116e+00 +3.6860e-01 -2.9117e+00 -1.9926e+00 +1.0246e+00 -2.3343e-01 +9.3376e-01
111 +3.731604468e+07 +3.731604468e+07 +3.731622576e+07 +3.731622576e+07 -1.3298e+00 -9.8857e-02 -2.2394e+00 +1.7552e+00 +3.4799e+00 -2.4501e+00 -2.0007e+00 -2.0559e+00 -8.5857e-02 +2.4837e+00 +2.8498e+00 -2.7362e-01 -6.5419e-01 -4.5021e+00 +2.8168e-02 -3.5008e+00 -1.9311e+00 +2.3540e+00 -1.0187e+00 -9.7775e-01
% function evaluation | noise-free fitness - Fopt (-1.351600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.113270467e+08 +5.113270467e+08 +5.113269115e+08 +5.113269115e+08 -7.4815e-01 -4.2616e+00 -1.6293e+00 +3.5587e+00 -3.5265e+00 -1.0310e+00 -5.2386e-01 -5.8586e-01 +8.8992e-01 +8.3238e-02 +2.4701e+00 -3.8630e+00 +3.4474e+00 -1.2036e+00 +3.3200e+00 -4.3596e+00 -4.6110e+00 -2.2227e+00 +8.7344e-01 +1.0269e+00
26 +2.440449349e+08 +2.440449349e+08 +2.440447998e+08 +2.440447998e+08 -3.5088e+00 +4.5333e+00 +5.5666e-01 -1.3827e-01 -4.6981e+00 -1.4302e+00 -1.8471e+00 +2.7450e+00 -8.0960e-01 -1.4406e+00 +4.8691e-01 +2.3712e-01 -1.5513e+00 -4.9369e+00 +2.2827e-01 -4.3502e+00 -2.3235e+00 +2.0071e+00 +1.3156e+00 -1.3785e+00
79 +1.583365585e+08 +1.583365585e+08 +1.583364234e+08 +1.583364234e+08 -3.2359e+00 +2.5085e-01 +1.1672e-01 +8.0649e-01 -3.9075e+00 -9.0709e-01 +3.5556e-04 -2.0912e+00 -1.1949e+00 -8.5110e-01 -1.0653e+00 +1.2288e+00 +1.2446e+00 -2.3447e+00 +3.0010e+00 +1.5733e+00 -2.2147e+00 +2.0565e+00 +3.1104e+00 -5.7605e-01
150 +9.888698833e+07 +9.888698833e+07 +9.888685317e+07 +9.888685317e+07 -2.3981e+00 +1.2178e+00 +4.4417e-01 +4.8475e-01 -3.2618e+00 +4.2333e-01 +3.0337e-01 +1.3791e+00 -8.3041e-01 -1.4848e+00 -1.0496e-01 +5.6723e-01 +1.1907e+00 -1.3902e+00 +1.9038e+00 +1.1631e+00 -5.8027e-01 +1.5271e+00 +2.9063e+00 +6.2016e-02
% function evaluation | noise-free fitness - Fopt (3.709800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.510893793e+09 +1.510893793e+09 +1.510894164e+09 +1.510894164e+09 -2.0818e+00 -4.6586e+00 +1.0243e+00 -2.9882e-01 +4.7087e+00 +3.9838e+00 +2.3695e+00 -4.6094e+00 -3.8211e+00 +3.3890e+00 -2.4961e+00 -3.5985e+00 -3.6819e+00 -4.8196e+00 +1.3770e+00 -3.6312e+00 +8.5671e-01 -2.8835e+00 -1.5487e+00 -1.3966e+00
4 +1.856863947e+08 +1.856863947e+08 +1.856867657e+08 +1.856867657e+08 -1.6618e+00 +2.4930e+00 -4.0512e+00 +7.0731e-01 +4.0348e+00 +3.8984e+00 +1.1847e+00 -1.9143e+00 +1.9995e+00 -1.3722e+00 -4.1268e+00 -3.9754e+00 +4.1064e+00 +3.9945e+00 -3.3693e+00 -2.5584e-01 +1.5496e+00 -4.8279e+00 +1.4748e+00 +1.5581e+00
50 +1.483672824e+08 +1.483672824e+08 +1.483676534e+08 +1.483676534e+08 -1.5584e+00 +1.2096e+00 -3.6914e+00 -2.0211e+00 +4.0126e+00 +1.6266e+00 +2.5699e+00 -6.1383e-01 +3.7208e-01 -3.1336e+00 -2.6637e+00 -4.9124e-01 +3.7615e+00 +3.9923e+00 -4.2038e+00 +4.5613e-01 -8.0769e-01 -6.1183e-01 -1.0911e+00 +8.6656e-01
118 +7.558143820e+07 +7.558143820e+07 +7.558180918e+07 +7.558180918e+07 -9.2351e-02 +1.4142e+00 +1.4507e+00 -9.4447e-01 +5.9372e-01 +1.4708e+00 +3.0588e+00 -1.2969e+00 +1.2949e+00 -1.8233e+00 -2.4860e+00 -3.9824e+00 +2.7761e+00 +4.0755e+00 -3.5752e+00 -1.7726e+00 +8.0547e-01 -3.3279e+00 +1.9494e+00 +1.6939e+00
190 +5.670945496e+07 +5.670945496e+07 +5.670982594e+07 +5.670982594e+07 -3.5120e-02 +1.8084e+00 +3.2577e-01 -2.0195e+00 +2.0640e+00 +1.8756e+00 +3.0094e+00 -6.3634e-01 +1.1454e+00 -1.5936e+00 -2.2571e+00 -3.3997e+00 +2.6557e+00 +2.3280e+00 -2.8643e+00 -1.6705e+00 +1.9637e-01 -3.5261e+00 +9.6003e-01 +1.6685e+00
% function evaluation | noise-free fitness - Fopt (-4.501000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.923296805e+08 +2.923296805e+08 +2.923292304e+08 +2.923292304e+08 +1.8744e+00 -1.1741e+00 +4.2532e+00 -3.5636e+00 -4.3563e+00 +1.5934e+00 -4.0469e+00 +4.5402e-01 -3.3375e+00 -2.7392e+00 -4.1881e+00 +4.9555e+00 +4.2844e+00 +2.3331e+00 -6.4224e-01 +2.6150e+00 +6.8973e-01 -3.6703e+00 +3.7251e+00 -2.2645e+00
33 +2.463893568e+08 +2.463893568e+08 +2.463889067e+08 +2.463889067e+08 -6.9088e-01 +1.1100e+00 +2.8074e+00 -4.5725e+00 +1.2126e+00 +1.2357e+00 -1.3157e+00 -3.4787e+00 +1.8206e+00 -1.2132e+00 -1.5665e+00 -7.0787e-01 +1.7624e+00 +2.8947e+00 +2.2424e-01 -1.3130e+00 +1.5001e+00 -2.6328e+00 +8.4206e-01 -4.5526e+00
81 +1.514275879e+08 +1.514275879e+08 +1.514271378e+08 +1.514271378e+08 +1.9458e+00 +2.0284e+00 +2.5307e+00 -4.3289e+00 -1.7784e+00 -1.5677e+00 -1.4073e+00 -3.0434e+00 +7.9564e-01 +1.4141e+00 +6.4403e-01 -1.2336e-01 -1.9558e+00 +2.7814e+00 +1.4535e-01 +2.6039e+00 +2.9325e-02 -1.6162e+00 +6.5574e-01 -5.7147e-01
116 +9.437481794e+07 +9.437481794e+07 +9.437436784e+07 +9.437436784e+07 +1.9458e+00 +2.0284e+00 +2.5307e+00 -4.3289e+00 -1.7784e+00 -1.5677e+00 -1.4073e+00 -3.0434e+00 +7.9564e-01 +1.4141e+00 +6.4403e-01 -1.2336e-01 +6.3803e-01 +2.7814e+00 -1.2265e+00 +2.6039e+00 +2.9325e-02 -1.6162e+00 +6.5574e-01 -5.7147e-01
% function evaluation | noise-free fitness - Fopt (2.748100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.427664264e+08 +2.427664264e+08 +2.427667012e+08 +2.427667012e+08 -9.0938e-01 -8.1518e-01 -1.3292e+00 +1.5319e+00 -1.5532e+00 +1.7854e+00 -3.3102e+00 -2.0543e+00 +6.1950e-02 -1.0441e+00 -7.0674e-01 +4.8799e+00 +7.5702e-01 -9.8779e-01 -1.4972e-01 -3.5440e+00 -1.5158e+00 +1.4350e+00 -9.2916e-01 -4.7680e+00
41 +1.166850627e+08 +1.166850627e+08 +1.166853375e+08 +1.166853375e+08 -1.3385e+00 +2.6778e+00 -1.2848e+00 -2.6482e+00 -1.5260e+00 -4.6263e-01 -3.4225e+00 -1.8201e+00 -8.3827e-01 -4.9697e-01 -4.5077e-01 +4.7614e+00 -7.6830e-01 -1.4587e+00 +9.7114e-01 +2.7029e+00 -1.0323e+00 -6.4358e-01 +4.7294e-01 -2.3301e+00
54 +9.965396914e+07 +9.965396914e+07 +9.965424395e+07 +9.965424395e+07 -1.5901e+00 -9.0390e-01 +3.5048e+00 -1.6138e+00 +1.5542e+00 +4.1172e-01 +1.5638e+00 +3.2562e-01 -4.0377e+00 -3.1565e+00 +1.5006e-01 +3.7551e+00 -2.2258e+00 -2.4752e+00 -2.4908e+00 +3.5820e+00 -1.8929e+00 +9.1013e-01 -2.3644e+00 -2.2705e+00
220 +6.000214810e+07 +6.000214810e+07 +6.000242291e+07 +6.000242291e+07 -1.4475e+00 -8.2368e-01 +1.0778e+00 -2.4905e+00 +1.5737e+00 -1.2055e+00 +3.0748e+00 +1.4709e-01 -2.8520e+00 -1.3884e+00 +8.9345e-01 +1.8580e+00 -2.9392e+00 -2.5506e+00 -1.4307e+00 +2.1552e+00 -2.4738e+00 +4.2491e-01 +2.5326e-01 -2.0616e+00
