% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.647526186e+03 +4.647526186e+03 +4.935246186e+03 +4.935246186e+03 -3.5280e+00 -3.6805e+00 -7.0303e-01 +4.6016e+00 -8.7273e-01 +4.4513e-02 +4.4688e+00 -2.0967e+00 +8.1538e-01 -1.7740e+00 -4.0776e+00 -3.7627e+00 -1.5905e+00 +3.5882e-01 +1.5048e+00 +1.9566e+00 -3.5208e+00 -3.0187e+00 -4.0345e+00 -3.9235e+00
2 +3.453185431e+03 +3.453185431e+03 +3.740905431e+03 +3.740905431e+03 -1.6153e+00 +3.8256e-01 +1.4865e+00 -2.6484e-01 +3.4479e+00 -4.6522e+00 +2.0079e+00 +4.6214e+00 +3.5395e+00 +1.1070e+00 -3.6947e+00 -2.8524e+00 +2.7112e+00 -3.1666e+00 -3.4971e+00 +2.5127e-02 +9.3131e-01 +7.0720e-01 +9.6707e-01 +1.7683e+00
3 +1.188536923e+03 +1.188536923e+03 +1.476256923e+03 +1.476256923e+03 +1.8542e+00 -3.6736e+00 +2.4957e-01 +6.5957e-01 +7.8792e-01 -4.8592e+00 -4.4719e+00 +1.1881e+00 -8.8671e-01 +2.1762e+00 +4.4492e+00 +3.1956e+00 +6.8336e-01 +4.5943e+00 +2.8764e+00 -2.1080e+00 -2.3417e+00 +1.8420e+00 +1.9688e+00 +4.0034e+00
39 +7.476609425e+02 +7.476609425e+02 +1.035380943e+03 +1.035380943e+03 +8.3614e-01 -7.4676e-01 -9.0902e-01 +2.7328e+00 -2.2104e+00 -4.6960e+00 +3.6063e-01 +1.3587e+00 +2.0726e+00 -1.8044e+00 -3.4636e+00 +2.1982e+00 +2.4727e+00 +1.2630e+00 +4.0407e+00 +1.5235e+00 -5.9848e-01 -9.0070e-01 -7.9231e-01 +1.6112e-01
52 +5.673986288e+02 +5.673986288e+02 +8.551186288e+02 +8.551186288e+02 +1.3471e+00 +1.3725e+00 +4.9975e-01 +3.8086e+00 -2.3765e+00 -1.6670e+00 +3.4683e-01 -2.5918e+00 +1.6209e+00 -3.5822e+00 -5.6281e-02 -1.3348e+00 +2.5960e+00 +2.4595e+00 +2.9838e+00 -6.1931e-01 -8.5361e-01 -1.1366e+00 -1.8321e+00 -4.8681e-01
215 +3.968928412e+02 +3.968928412e+02 +6.846128412e+02 +6.846128412e+02 +9.9876e-01 -1.0565e+00 +2.2033e-01 +2.9784e+00 -1.8728e+00 -3.0213e+00 +2.1908e-01 -6.9711e-01 +6.0860e-02 -1.9835e+00 +2.7679e-02 -1.0229e+00 +2.1560e+00 +1.9659e+00 +2.4748e+00 -1.9256e-01 +8.7473e-01 -2.3836e+00 -1.0340e+00 +2.8964e-01
% function evaluation | noise-free fitness - Fopt (7.524000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.031454708e+03 +2.031454708e+03 +2.106694708e+03 +2.106694708e+03 +3.3927e+00 +1.0606e-01 -4.6150e+00 +2.9293e+00 -1.8567e+00 -1.0385e+00 -1.0082e+00 +3.8470e+00 -1.8802e+00 -1.9529e+00 -1.4360e+00 -2.8551e+00 -5.6367e-01 +2.4922e+00 +1.2136e+00 -4.1427e+00 -4.5200e+00 +4.8444e+00 +2.3106e-01 -4.8115e+00
22 +1.090026802e+03 +1.090026802e+03 +1.165266802e+03 +1.165266802e+03 -2.6274e+00 -3.6130e+00 -3.7428e+00 +3.2918e+00 +1.6817e+00 +3.1389e+00 -2.7840e+00 -2.2736e+00 +9.9569e-02 -4.4387e+00 +3.3158e+00 -4.7376e+00 -4.6638e+00 +4.1908e+00 -5.6019e-01 +4.2342e+00 -9.7984e-01 +2.6915e+00 +2.2194e+00 -8.9611e-02
33 +6.741294624e+02 +6.741294624e+02 +7.493694624e+02 +7.493694624e+02 +1.5677e+00 +2.1270e+00 -1.1177e+00 -4.2063e+00 +3.6188e+00 -4.4599e+00 -1.7026e+00 -2.6912e+00 -4.9347e-01 -4.5516e+00 -1.5324e+00 -2.8211e+00 -2.1771e+00 +3.8464e-01 +1.0572e-01 +2.1431e+00 -5.0778e-01 +4.7024e+00 -5.0940e-01 +2.8095e+00
86 +5.531051472e+02 +5.531051472e+02 +6.283451472e+02 +6.283451472e+02 +1.1660e+00 +1.4747e+00 +4.6753e-01 -4.1015e+00 +4.1349e+00 -4.4111e+00 -1.9313e+00 +1.7336e-01 +3.9002e-02 -2.4649e+00 -1.0751e+00 -6.2660e-02 -2.4705e+00 -2.1115e-01 +4.6792e-02 +2.8089e+00 -4.7989e-01 +3.9617e+00 +1.7025e+00 +2.7420e+00
233 +3.957024923e+02 +3.957024923e+02 +4.709424923e+02 +4.709424923e+02 -2.4633e-01 +3.1527e+00 -7.5125e-02 -1.5433e+00 +3.7401e+00 -3.8072e+00 -1.2299e+00 -2.4281e+00 -5.6070e-01 -1.3279e+00 -1.3045e+00 -3.3566e-01 -5.6958e-02 -4.3910e-01 +2.7938e-01 +7.7477e-01 -5.9966e-01 +2.9284e+00 -6.2699e-01 +2.6887e+00
